decor_texture_code
F226 ST87
F228 ST87
F8930 R2
F8931 R2
F8980
H1133 ST10
H1180 ST22
H1204 TM22
H1225 ST10
H1227 TM12
H1228 TM12
H1399 ST10
H180 ST86
H3041 TM12
H307 G4
H3180 TM12
H3303 ST10
H3311 TM12
H3326 ST28
H3342 TM12
H3342 TM28
H8906 ST10
H8911 ST10
H8912 ST10
H8913 ST10
H8955
Q1180 RO
Q1344 RO
Q3176 RO
Q3359 RO
U201 PM
U740 PM
U740 TM9
U750 PM
U8920 R1
U8921 R1
U8922 R1
U960 PM
U968 PM
U999 G4
U999 ST87
U999 TM12
U999 TM9
U9991 PM
W1000 G4
W1000 TM9
W1001
W1101 PM
W8904 R1
