name,number,product_url,thumb_url,hover_url,description
Churlish Green,251,https://www.farrow-ball.com/paint/churlish-green,https://www.farrow-ball.com/media/catalog/product/c/h/churlish_green_no._251_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/c/h/churlish-green-hover.png?width=350&height=350&canvas=350,350&optimize=low&fit=bounds&format=jpeg?h=350&w=350&mode=crop",Churlish Green is a yellow based green takes its name from the old English definition relating to simple peasant life. Available in-store and online.
Ciara Yellow,73,https://www.farrow-ball.com/paint/ciara-yellow,https://www.farrow-ball.com/media/catalog/product/c/i/ciara_yellow_no._73_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_ciarayellow73_hover_1.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","With a slightly more aged look than Yellow Ground, Ciara Yellow feels gently lived-in, perfect for traditional living spaces. Available in-store and online"
Cinder Rose,246,https://www.farrow-ball.com/paint/cinder-rose,https://www.farrow-ball.com/media/catalog/product/c/i/cinder_rose_no._246_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_cinderrose246_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Cinder Rose is the perfect colour for creating a dusky feel in a bedroom, but is also much favoured in garden rooms. Available in-store and online."
Citron,74,https://www.farrow-ball.com/paint/citron,https://www.farrow-ball.com/media/catalog/product/c/i/citron_no._74_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_citron74_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Citron is a warm Mediterranean yellow which has a bright intensity in small spaces and is fantastically welcoming in halls. Available in-store and online.
Citrona,,https://www.farrow-ball.com/paint/citrona,https://www.farrow-ball.com/media/catalog/product/c/i/citrona_no._cc3_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_citronacc3_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Citrona paint colour is inspired by the beautiful lemon trees that thrive in California’s warm temperate climate. Available in-store and online.
Clunch,2009,https://www.farrow-ball.com/paint/clunch,https://www.farrow-ball.com/media/catalog/product/c/l/clunch_no._2009_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_clunch2009_hover_1.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Clunch is aptly named after the chalk stone used in the off white building blocks of many East Anglian buildings. Available in-store and online.
Cola,9918,https://www.farrow-ball.com/paint/cola,https://www.farrow-ball.com/media/catalog/product/c/o/cola_no._9918_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_cola9918_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Cola is a red-based brown that has underlying warmth making it perfect for those looking to embrace a small space. Available in-store and online.
Cooking Apple Green,32,https://www.farrow-ball.com/paint/cooking-apple-green,https://www.farrow-ball.com/media/catalog/product/c/o/cooking_apple_green_no._32_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_cookingapplegreen32_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Cook’s Blue is a bright and deeply pigmented colour that is perfect for use both in kitchens and exterior eating areas. Available in-store and online.
Cook's Blue,237,https://www.farrow-ball.com/paint/cooks-blue,https://www.farrow-ball.com/media/catalog/product/c/o/cook_s_blue_no._237_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_cooksblue237_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Cooking Apple Green is a Farrow & Ball classic which feels charmingly familiar and creates the feeling of health and vigour. Available in-store and online.
Copenhagen Roof,9816,https://www.farrow-ball.com/paint/copenhagen-roof,https://www.farrow-ball.com/media/catalog/product/c/o/copenhagen_roof_no._9816_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_copenhagenroof9816_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Copenhagen Roof is inspired by the old city of Copenhagen, where red roof tiles sit atop brightly coloured townhouses. Available in-store and online."
Coppice Blue,,https://www.farrow-ball.com/paint/coppice-blue,https://www.farrow-ball.com/media/catalog/product/c/o/coppice_blue_no._g9_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_coppiceblueg9_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Coppice Blue is a rich deep teal paint colour which creates a dramatic feel in contemporary hallways and living rooms. Available in-store and online.
Cord,16,https://www.farrow-ball.com/paint/cord,https://www.farrow-ball.com/media/catalog/product/c/o/cord_no._16_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_cord16_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Cord is a warm hue that has a surprising strength of colour in underlit rooms, so is often used in studies and libraries. Available in-store and online."
Cornforth White,228,https://www.farrow-ball.com/paint/cornforth-white,https://www.farrow-ball.com/media/catalog/product/c/o/cornforth_white_no._228_-_swirl_1.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_cornforthwhite228_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Cornforth White is an undertated grey which is neither too warm nor too cool, and creates a hushed and calming retreat. Available in-store and online."
Corngold,9915,https://www.farrow-ball.com/paint/corngold,https://www.farrow-ball.com/media/catalog/product/c/o/corngold_no._9915_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/c/o/corngold_no._9915_-_swirl.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Corngold is a distinctive lively yellow which takes its name from the colour of sun-ripened maize, and brings joy to any room. Available in-store & online."
Cream,44,https://www.farrow-ball.com/paint/cream,https://www.farrow-ball.com/media/catalog/product/c/r/cream_no._44_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/c/r/cream_rollover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Cream is a classic neutral colour that is given extra complexity with the addition of yellow ochre and black pigments. Available in-store and online.
Crimson Red,,https://www.farrow-ball.com/paint/crimson-red,https://www.farrow-ball.com/media/catalog/product/c/r/crimson_red_no._w93_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_crimsonredw93_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Crimon Red is a deep warm pink that creates spaces that feel soft and inviting. Available in-store and online.
Cromarty,285,https://www.farrow-ball.com/paint/cromarty,https://www.farrow-ball.com/media/catalog/product/c/r/cromarty-285.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_cromarty285_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Cromarty brings a muted softness to any room, creating an easy to use finish that is neither too blue nor too grey. Available in-store and online."
Danish Lawn,9817,https://www.farrow-ball.com/paint/danish-lawn,https://www.farrow-ball.com/media/catalog/product/d/a/danish_lawn_no._9817_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_danishlawn9817_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Danish Lawn is a vivid fresh green that conjures the freshness of newly cut lawns and the clear light of a Danish spring day. Available in-store and online
Dauphin,54,https://www.farrow-ball.com/paint/dauphin,https://www.farrow-ball.com/media/catalog/product/d/a/dauphin_no._54_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_dauphin54_hover_1.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","A versatile, earthy neutral, Dauphin takes its inspiration from the ‘drabs’ beloved by decorators of the 19th century. Available in-store and online."
Dayroom Yellow,233,https://www.farrow-ball.com/paint/dayroom-yellow,https://www.farrow-ball.com/media/catalog/product/d/a/dayroom_yellow_no._233_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/d/a/dayroom_yellow_hover.png?width=350&height=350&canvas=350,350&optimize=low&fit=bounds&format=jpeg?h=350&w=350&mode=crop",Dayroom Yellow is a refreshing pale yellow which takes its name from rooms which were light and enjoyed during the day. Available in-store and online.
De Nimes,299,https://www.farrow-ball.com/paint/de-nimes,https://www.farrow-ball.com/media/catalog/product/d/e/de-nimes-299.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_denimes299_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","De Nimes feels wonderfully down to earth, so could be used on anything from a kitchen island to an airy drawing room. Available in-store and online."
Dead Salmon,28,https://www.farrow-ball.com/paint/dead-salmon,https://www.farrow-ball.com/media/catalog/product/d/e/dead_salmon_no._28_-_swirl_2.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_deadsalmon28_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Dead Salmon is a subtle shade whose name refers to the flat or ‘dead’ finish of an aged pink painted at Kedleston Hall in 1805. Available in-store & online
Deep Reddish Brown,,https://www.farrow-ball.com/paint/deep-reddish-brown,https://www.farrow-ball.com/media/catalog/product/d/e/deep_reddish_brown_no._w101_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_deepreddishbrownw101_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Deep Reddish Brown was once popular in country houses, where it was often used to highlight the woodwork of back stairs. Available in-store and online."
Dibber,312,https://www.farrow-ball.com/paint/dibber,https://www.farrow-ball.com/media/catalog/product/d/i/dibber_no._312_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/d/i/dibber_no._312.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","A muddied green named after the gardener's tool for planting, closely associated to the natural world. Available in-store and online."
Dimity,2008,https://www.farrow-ball.com/paint/dimity,https://www.farrow-ball.com/media/catalog/product/d/i/dimity_no._2008_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_dimity2008_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Dimity is a very pale taupe colour named after the lightweight cotton fabric originally used to make bustles. Available in-store and online.
Dimpse,277,https://www.farrow-ball.com/paint/dimpse,https://www.farrow-ball.com/media/catalog/product/d/i/dimpse_no._277_-_swirl_1.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_dimpse277_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Dimpse is a delicate grey named after the quaint dialect for twilight. It's part of our Architectural Neutrals. Available in-store and online.
Dinnerware,9820,https://www.farrow-ball.com/paint/dinnerware,https://www.farrow-ball.com/media/catalog/product/d/i/dinnerware_no._9820_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/b/l/bluebellgray_dinnerware.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Dinnerware is a clean blue and evocative of the colour used in 18th-century chinaware. Available in-store and online.
Dix Blue,82,https://www.farrow-ball.com/paint/dix-blue,https://www.farrow-ball.com/media/catalog/product/d/i/dix_blue_no._82_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_dixblue82_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Dix Blue is a relaxed blue that has a large dose of green included in it, making it both warm and easy to live with. Available in-store and online."
Dorset Cream,68,https://www.farrow-ball.com/paint/dorset-cream,https://www.farrow-ball.com/media/catalog/product/d/o/dorset_cream_no._68_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_dorsetcream68_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Dorset Cream’s name conjures up exactly the right colour in our minds; a rich double cream made in the West Country. Available in-store and online.
Double Cream,9907,https://www.farrow-ball.com/paint/double-cream,https://www.farrow-ball.com/media/catalog/product/d/o/double_cream_no._9907_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/d/o/double_cream_no._9907_-_swirl.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Double Cream is a warm cream that particularly shines in north-facing rooms, where it counteracts the perceived green light. Available in-store and online."
Douter,318,https://www.farrow-ball.com/paint/douter,https://www.farrow-ball.com/media/catalog/product/d/o/douter_no._318_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/d/o/douter_no._318.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Inspired by the soot and tarnished brass of candle snuffers, this is a green interpretation of our beloved Inchyra Blue. Available in-store and online."
Dove Tale,267,https://www.farrow-ball.com/paint/dove-tale,https://www.farrow-ball.com/media/catalog/product/d/o/dove_tale_no._267_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_dovetale267_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Dove Tale has lilac undertones and is perfect for those who are wanting a warm grey finish as it creates an inviting feel. Available in-store and online.
Down Pipe,26,https://www.farrow-ball.com/paint/down-pipe,https://www.farrow-ball.com/media/catalog/product/d/o/down_pipe_no._26_-_swirl_1.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_downpipe26_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Down Pipe is a dark lead grey which has definite blue undertones to it which deepen the complexity of the finish. Available in-store and online.
Drab,41,https://www.farrow-ball.com/paint/drab,https://www.farrow-ball.com/media/catalog/product/d/r/drab_no._41_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_drab41_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Drab simply means a colour lacking in brightness, and this typical 18th-century colour encapsulates it perfectly. Available in-store and online."
Drawing Room Blue,253,https://www.farrow-ball.com/paint/drawing-room-blue,https://www.farrow-ball.com/media/catalog/product/d/r/drawing_room_blue_no._253_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_drawingroomblue253_hover_1.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Drawing Room Blue has a clean blue hue and graphic feel that works particularly well in formal rooms within the home. Available in-store and online.
Drop Cloth,283,https://www.farrow-ball.com/paint/drop-cloth,https://www.farrow-ball.com/media/catalog/product/d/r/drop-cloth-283.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_dropcloth283_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Drop Cloth is the traditional name for the indispensable painter's dust sheet which this muted colour embodies. Available in-store and online.
Duck Green,,https://www.farrow-ball.com/paint/duck-green,https://www.farrow-ball.com/media/catalog/product/d/u/duck_green_no._w55_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_duckgreenw55_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Duck Green is a wonderful reminder of the exquisite colours of nature and is named after the deep green plumage of a mallard. Available in-store and online
Duster,319,https://www.farrow-ball.com/paint/duster,https://www.farrow-ball.com/media/catalog/product/d/u/duster_no._319_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/s/c/scallop_311_duster_319.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",An aged yellow celebrating the ever so familiar cloth used to clean homes worldwide. Available in-store and online.
Dutch Orange,,https://www.farrow-ball.com/paint/dutch-orange,https://www.farrow-ball.com/media/catalog/product/d/u/dutch_orange_no._w76_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_dutchorangew76_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Dutch Orange is a clean bright orange with the ability to enliven any space, and has an enveloping warmth to rooms. Available in-store and online."
Dutch Pink,62,https://www.farrow-ball.com/paint/dutch-pink,https://www.farrow-ball.com/media/catalog/product/d/u/dutch_pink_no._62_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/h/o/hope_and_the_house_dutch_pink.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","This peachy colour takes its name from the original ‘Dutch pink’, an artist’s yellow pigment made from bark or berries. Available in-store and online."
Dyrehaven,9819,https://www.farrow-ball.com/paint/dyrehaven,https://www.farrow-ball.com/media/catalog/product/d/y/dyrehaven_no._9819_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/d/y/dyrehaven_no._9819_-_swirl.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Dyrehaven is a deep, earthy green that takes its name from the historic deer park that offers fresh air, lakes, and woodlands. Available in-store & online."
Eating Room Red,43,https://www.farrow-ball.com/paint/eating-room-red,https://www.farrow-ball.com/media/catalog/product/e/a/eating_room_red_no._43_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_eatingroomred43_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Eating Room Red is a rich burgandy that gives a rich finish with a wonderfully aged feel, and is our most elegant red. Available in-store and online."
Eddy,301,https://www.farrow-ball.com/paint/eddy,https://www.farrow-ball.com/media/catalog/product/e/d/eddy-301.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/e/d/eddy-hover.png?width=350&height=350&canvas=350,350&optimize=low&fit=bounds&format=jpeg?h=350&w=350&mode=crop","Eddy creates a seamless connection with nature, perfect for use in a garden room or alongside natural materials. Available in-store and online."
Elephant's Breath,229,https://www.farrow-ball.com/paint/elephants-breath,https://www.farrow-ball.com/media/catalog/product/e/l/elephant_s_breath_no._229_-_swirl_1.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_elephantsbreath229_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Elephant's Breath reads as an uplifting mid grey, but can become almost lilac in the cooler light of west facing rooms. Available in-store and online."
Emerald Green,,https://www.farrow-ball.com/paint/emerald-green,https://www.farrow-ball.com/media/catalog/product/e/m/emerald_green_no._w53_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_emeraldgreenw53_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Emerald Green is a bright, uncomplicated green that is easy to use, creating rooms with an upbeat yet elegant atmosphere. Available in-store and online."
Entrance Hall Pink,61,https://www.farrow-ball.com/paint/entrance-hall-pink,https://www.farrow-ball.com/media/catalog/product/e/n/entrance_hall_pink_no._61_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/e/perryseymourhome_entrance_hall_pink.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Entrance Hall Pink has a distinctly yellow base which delights in different light conditions due to its changeable nature. Available in-store and online.
Etruscan Red,56,https://www.farrow-ball.com/paint/etruscan-red,https://www.farrow-ball.com/media/catalog/product/e/t/etruscan_red_no._56_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/e/t/etruscan_red_56.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","An earthy red inspired by an ancient civilisation. Rich yet subtle, less intense than Preference Red. Available in-store and online."
Faded Terracotta,,https://www.farrow-ball.com/paint/faded-terracotta,https://www.farrow-ball.com/media/catalog/product/f/a/faded_terracotta_no._cc8_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_fadedterracottacc8_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Faded Terracotta is the singular colour of terracotta pots and tiles baked to a pale hue by the California sun. Available in-store and online.
Fake Tan,9912,https://www.farrow-ball.com/paint/fake-tan,https://www.farrow-ball.com/media/catalog/product/f/a/fake_tan_no._9912_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/f/a/fake_tan_no._9912_-_swirl.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Fake Tan is a subtly warm peach and brings an earthy warmth to all rooms, but particularly shines in south facing spaces. Available in-store and online."
Farrow's Cream,67,https://www.farrow-ball.com/paint/farrows-cream,https://www.farrow-ball.com/media/catalog/product/f/a/farrow_s_cream_no._67_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_farrowscream67_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Farrow’s Cream is a pretty, traditional colour, which creates delightfully inviting rooms with a gentle warmth. Available in-store and online."
Farrow's White,9812,https://www.farrow-ball.com/paint/farrows-white,https://www.farrow-ball.com/media/catalog/product/f/a/farrow_s_white_no._9812_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/f/a/farrow_s_white_no._9812_-_swirl.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Farrow's White can be used with any Farrow & Ball paint colour, making it one of our most versatile shades in the home. Available in-store and online."
Fawn,10,https://www.farrow-ball.com/paint/fawn,https://www.farrow-ball.com/media/catalog/product/f/a/fawn_no._10_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/v/i/vincenzoforteinteriors_fawn.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Fawn is our interpretation of a classic 18th-century tan, and can be easily used across both walls and woodwork. Available in-store and online."
Folly Green,76,https://www.farrow-ball.com/paint/folly-green,https://www.farrow-ball.com/media/catalog/product/f/o/folly_green_no._76_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_follygreen76_hover_1.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Folly Green is a strong but soothing green that's easy to use in all sorts of homes, creating spaces that feel relaxed. Available in-store and online."
Folly Pink,,https://www.farrow-ball.com/paint/folly-pink,https://www.farrow-ball.com/media/catalog/product/f/o/folly_pink_no._g14_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/f/o/folly_pink_no._g14_-_swirl.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Folly Pink is a very pale terracotta, appearing more neutral when used on exteriors and warmer when used indoors. Available in-store and online."
Fowler Pink,39,https://www.farrow-ball.com/paint/fowler-pink,https://www.farrow-ball.com/media/catalog/product/f/o/fowler_pink_no._39_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/s/o/sophia_rosemary_fowler_pink.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Fowler Pink was particularly favoured by decorator and colourist John Fowler, who used it often in paints and wallpapers. Available in-store and online."
Fox Red,48,https://www.farrow-ball.com/paint/fox-red,https://www.farrow-ball.com/media/catalog/product/f/o/fox_red_no._48_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/k/a/karine.savalle_fox_red.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Fox Red is a clear, earhty terracotta paint colour, stronger than that of Red Earth, gives it an appealingly aged feel. Available in-store and online."
French Gray,18,https://www.farrow-ball.com/paint/french-gray,https://www.farrow-ball.com/media/catalog/product/f/r/french-gray-18.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_frenchgray18_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","French Gray is much more green than grey, but characterfully flits between the two depending on the light and time of day. Available in-store and online."
Fruit Fool,9911,https://www.farrow-ball.com/paint/fruit-fool,https://www.farrow-ball.com/media/catalog/product/f/r/fruit_fool_no._9911_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_fruitfool9911_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Fruit Fool is names after the summer pudding and is a mouthwatering pink that never feels too sweet with it's blue tones. Available in-store and online.
