name,number,product_url,thumb_url,hover_url,description
Gervase Yellow,72,https://www.farrow-ball.com/paint/gervase-yellow,https://www.farrow-ball.com/media/catalog/product/g/e/gervase_yellow_no._72_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_gervaseyellow72_hover_1.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Gervase Yellow is a sunny yellow paint colour that is named in memory of Gervase Jackson-Stops, the late Architectural Adviser. Available in-store & online"
Grate Black,9920,https://www.farrow-ball.com/paint/grate-black,https://www.farrow-ball.com/media/catalog/product/g/r/grate_black_no._9920_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/d/h/dhowelldesigns_grate_black.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Grate Black sits between the softer tones in our collection, creating a versatile shade for trim and metalwork. Available in-store and online."
Graupel,,https://www.farrow-ball.com/paint/graupel,https://www.farrow-ball.com/media/catalog/product/g/r/graupel_no._g10_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/h/e/herrklar_graupel.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Graupel is a very light paint colour, the coolest of our blues, and is as delicate as the ice it is named after. Available in-store and online."
Great White,2006,https://www.farrow-ball.com/paint/great-white,https://www.farrow-ball.com/media/catalog/product/g/r/great_white_no._2006_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_greatwhite2006_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Great White appears to be a very pale lilac when contrasted with our All White, making it perfect for children’s bedrooms. Available in-store and online."
Green Blue,84,https://www.farrow-ball.com/paint/green-blue,https://www.farrow-ball.com/media/catalog/product/g/r/green_blue_no._84_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_greenblue84_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Green Blue is exactly what it says – sometimes blue and sometimes green depending on the changing light throughout the day. Available in-store and online.
Green Ground,206,https://www.farrow-ball.com/paint/green-ground,https://www.farrow-ball.com/media/catalog/product/g/r/green_ground_no._206_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_greenground206_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Green Ground has a calming feel, so is well suited to use in kitchens to create a contented family atmosphere. Available in-store and online."
Green Smoke,47,https://www.farrow-ball.com/paint/green-smoke,https://www.farrow-ball.com/media/catalog/product/g/r/green_smoke_no._47_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_greensmoke47_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Green Smoke has an inviting deepness when used in exterior situations, while evoking calm and serenity when used inside. Available in-store and online."
Green Stone,12,https://www.farrow-ball.com/paint/green-stone,https://www.farrow-ball.com/media/catalog/product/g/r/green_stone_no._12_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_greenstone12_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Green Stone is a green based netral and appears distincly green to the modern eye despite its long-standing popularity. Available in-store and online.
Grove Green,,https://www.farrow-ball.com/paint/grove-green,https://www.farrow-ball.com/media/catalog/product/g/r/grove_green_no._g17_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/a/u/au_premier_plan_architecture__grove_green.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Grove Green is a deep natural green that creates luxurious-feeling spaces with an indelible connection to the natural world. Available in-store and online.
Hague Blue,30,https://www.farrow-ball.com/paint/hague-blue,https://www.farrow-ball.com/media/catalog/product/h/a/hague_blue_no._30_-_swirl_6.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_hagueblue30_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Hague Blue is a deep, dark blue that has green undertones which means it sits as happily outside as it does in small rooms. Available in-store and online."
Hardwick White,5,https://www.farrow-ball.com/paint/hardwick-white,https://www.farrow-ball.com/media/catalog/product/h/a/hardwick_white_no._5_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_hardwickwhite5_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Hardwick White’s rich and chalky hue sits just as well in a contemporary room as it does in a historic house. Available in-store and online.
Harissa,9916,https://www.farrow-ball.com/paint/harissa,https://www.farrow-ball.com/media/catalog/product/h/a/harissa_no._9916_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/h/a/harissa_no._9916_-_swirl.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Harissa is a fiery red that creates a warming effect in the home and transforms any small room into a bold, energetic space. Available in-store and online."
Hay,37,https://www.farrow-ball.com/paint/hay,https://www.farrow-ball.com/media/catalog/product/h/a/hay_no._37_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_hay37_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Hay is a dusty yellow that has a distinctly green undertone which gives it an established feel, creating peaceful spaces. Available in-store and online."
Hazy,,https://www.farrow-ball.com/paint/hazy,https://www.farrow-ball.com/media/catalog/product/h/a/hazy_no._cc6_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_hazycc6_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Hazy is a muted blue-grey paint colour inspired by the fresh feeling of early mornings on the California coast. Available in-store and online.
Hog Plum,,https://www.farrow-ball.com/paint/hog-plum,https://www.farrow-ball.com/media/catalog/product/h/o/hog_plum_no._cb1_-_swirl_1.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_hogplumcb1_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Hog Plum is a yellow inspired by the sweet & sour fruit found across the Southern States. Exclusively available for the Carte Blanche collection.
Hopper Head,305,https://www.farrow-ball.com/paint/hopper-head,https://www.farrow-ball.com/media/catalog/product/h/o/hopper_head_no._305_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_hopperhead305_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Hopper Head is a classic charcoal colour inspired by the iron containers used to catch rainwater at the top of a downpipe. Available in-store and online.
Hound Lemon,2,https://www.farrow-ball.com/paint/hound-lemon,https://www.farrow-ball.com/media/catalog/product/h/o/hound_lemon_no._2_-_swirl_1.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_houndlemon2_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Hound Lemon is originally chosen by colourist John Fowler, Hound Lemon is a mysterious name for this delicate shade. Available in-store and online."
House White,2012,https://www.farrow-ball.com/paint/house-white,https://www.farrow-ball.com/media/catalog/product/h/o/house_white_no._2012_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/e/a/eastlondoncloth_house_white.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",House White is a clean citrus white paint colour with a green undertone which brings with it a bright and fresh finish. Available in-store and online.
Imperial Purple,,https://www.farrow-ball.com/paint/imperial-purple,https://www.farrow-ball.com/media/catalog/product/i/m/imperial_purple_no._w40_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_imperialpurplew40_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Deep Imperial Purple transforms dining rooms and other intimate spaces, creating a luxurious look and enveloping feel. Available in-store and online."
Incarnadine,248,https://www.farrow-ball.com/paint/incarnadine,https://www.farrow-ball.com/media/catalog/product/i/n/incarnadine_no._248_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_incarnadine248_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Incarnadine is our richest crimson originally takes its name from Latin, but is now a much used term for crimsons and reds. Available in-store and online."
Inchyra Blue,289,https://www.farrow-ball.com/paint/inchyra-blue,https://www.farrow-ball.com/media/catalog/product/i/n/inchyra-blue-289.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_inchyrablue289_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Inchyra Blue is inspired by the dramatic Scottish skies that act as a backdrop for the classic Georgian Inchyra House. Available in-store and online.
India Yellow,66,https://www.farrow-ball.com/paint/india-yellow,https://www.farrow-ball.com/media/catalog/product/i/n/india_yellow_no._66_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/1/0/100066_2.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",India Yellow is famously named after the pigment collected from the urine of cows fed on a special diet of mango leaves! Available in-store and online.
James White,2010,https://www.farrow-ball.com/paint/james-white,https://www.farrow-ball.com/media/catalog/product/j/a/james_white_no._2010_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_jameswhite2010_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",James White was first created for the pretty garden room of a discerning Dr James with a fresh underlying green tone. Available in-store and online.
Jitney,293,https://www.farrow-ball.com/paint/jitney,https://www.farrow-ball.com/media/catalog/product/j/i/jitney-293.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_jitney293_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Jitney is a relaxed brown based neutral with an incredibly uplifting earthy tone which reminds us of lazy days spent by the sea. Browse online.
Joa's White,226,https://www.farrow-ball.com/paint/joas-white,https://www.farrow-ball.com/media/catalog/product/j/o/joa_s_white_no._226_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_joaswhite226_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Joa's White is a light taupe named after our Colour Consultant Joa, who still develops many Farrow & Ball colours. Available in-store and online."
Kakelugn,317,https://www.farrow-ball.com/paint/kakelugn,https://www.farrow-ball.com/media/catalog/product/k/a/kakelugn_no._317_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/k/a/kakelugn_no._317.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","The cleaner interpretation of Light Blue takes its name from the folkloric fires of Sweden, often decorated in this shade. Available in-store and online."
Kittiwake,307,https://www.farrow-ball.com/paint/kittiwake,https://www.farrow-ball.com/media/catalog/product/k/i/kittiwake_no._307_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_kittiwake307_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Kittiwake has a touch more black pigment creating a warmer, more relaxed feel. This shade is perfect for living spaces. Available in-store and online."
Lake Red,,https://www.farrow-ball.com/paint/lake-red,https://www.farrow-ball.com/media/catalog/product/l/a/lake_red_no._w92_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_lakeredw92_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Lake Red ia an adventurous colour that appears red to some and pink to others, but always feels happy and vital. Available in-store and online."
Lamp Room Gray,88,https://www.farrow-ball.com/paint/lamp-room-gray,https://www.farrow-ball.com/media/catalog/product/l/a/lamp_room_gray_no._88_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_lamproomgray88_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Lamp Room Gray is a traditional mid grey that creates a softer, more lived in finish, while retaining a sense of timelessness. Available in-store & online."
Lancaster Yellow,249,https://www.farrow-ball.com/paint/lancaster-yellow,https://www.farrow-ball.com/media/catalog/product/l/a/lancaster_yellow_no._249_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_lancasteryellow249_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Lancaster Yellow is a fresh pale yellow which is inspired by the silk on the walls of the Yellow Room at Kelmarsh Hall. Available in-store and online.
Lichen,19,https://www.farrow-ball.com/paint/lichen,https://www.farrow-ball.com/media/catalog/product/l/i/lichen_no._19_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_lichen19_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Lichen is a mid aged green which is named after the subtle colour of the algae that ages stone so beautifully. Available in-store and online.
Light Blue,22,https://www.farrow-ball.com/paint/light-blue,https://www.farrow-ball.com/media/catalog/product/l/i/light_blue_no._22_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_lightblue22_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Light Blue becomes more silver in tone when used in shaded areas so is popular for use on walls in internal halls. Available in-store and online.
Light Gray,17,https://www.farrow-ball.com/paint/light-gray,https://www.farrow-ball.com/media/catalog/product/l/i/light_gray_no._17_-_swirl_2.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_lightgray17_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Light Gray brings a depth of colour when used on walls and is the perfect accent for all our Traditional Neutrals. Available in-store and online.
Light Sand,,https://www.farrow-ball.com/paint/light-sand,https://www.farrow-ball.com/media/catalog/product/l/i/light_sand_no._cc2_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_lightsandcc2_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Light Sand is a versatile neutral that conjures images of Malibu, with its soft-sanded beaches and its coastal homes. Available in-store and online."
Light Stone,9,https://www.farrow-ball.com/paint/light-stone,https://www.farrow-ball.com/media/catalog/product/l/i/light_stone_no._9_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_lightstone9_hover_1.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Light Stone adds intrigue to any scheme, especially when paired with a lighter neutral on woodwork for a classic combination. Available in-store and online"
Lime White,1,https://www.farrow-ball.com/paint/lime-white,https://www.farrow-ball.com/media/catalog/product/l/i/lime_white_no._1_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_limewhite1_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Lime White is the palest of our Traditional Neutrals and is named after the chalky pigments used in original distempers. Available in-store and online.
Liquorice,,https://www.farrow-ball.com/paint/liquorice,https://www.farrow-ball.com/media/catalog/product/l/i/liquorice_no._cb10_-_swirl_1.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_liquoricecb10_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Liquorice is the warm, deep black of that classic sweet created using the root of the plant. Exclusively available for the Carte Blanche collection."
Lobster,,https://www.farrow-ball.com/paint/lobster,https://www.farrow-ball.com/media/catalog/product/l/o/lobster_no._cb7_-_swirl_1.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_lobstercb7_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Lobster is a vibrant, lively blue that takes its name from the popular Louisiana catch. Available in-store and online."
Loggia,232,https://www.farrow-ball.com/paint/loggia,https://www.farrow-ball.com/media/catalog/product/l/o/loggia_no._232_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/t/i/tinyloftlife_loggia.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Loggia is an elegant original shade that was chosen for its resemblance to the classic red brickwork surrounding it. Available in-store and online.
London Clay,244,https://www.farrow-ball.com/paint/london-clay,https://www.farrow-ball.com/media/catalog/product/l/o/london_clay_no._244_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_londonclay244_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","London Clay is loaded with magenta pigment for a rich, earthy hue that creates the most charismatic and elegant of rooms. Available in-store and online."
London Stone,6,https://www.farrow-ball.com/paint/london-stone,https://www.farrow-ball.com/media/catalog/product/l/o/london_stone_no._6_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_londonstone6_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",London Stone was created for a classic Nash house in Regent’s Park. It is the perfect accent for each of our Warm Neutrals. Available in-store and online
Lulworth Blue,89,https://www.farrow-ball.com/paint/lulworth-blue,https://www.farrow-ball.com/media/catalog/product/l/u/lulworth_blue_no._89_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_lulworthblue89_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Lulworth Blue can promote deep and peaceful sleep when used in low-lit rooms, especially when used on both walls and woodwork. Available in-store & online."
Mahogany,36,https://www.farrow-ball.com/paint/mahogany,https://www.farrow-ball.com/media/catalog/product/m/a/mahogany_no._36_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_mahogany36_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Mahogany is an invitingly rich brown which takes its name from the dark red wood used by master cabinet makers. Available in-store and online.
Manor House Gray,265,https://www.farrow-ball.com/paint/manor-house-gray,https://www.farrow-ball.com/media/catalog/product/m/a/manor_house_gray_no._265_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_manorhousegray265_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Manor House Gray is a definite grey which retains its colour in all lights and is popular in hard-edged contemporary homes. Available in-store and online.
Marmelo,316,https://www.farrow-ball.com/paint/marmelo,https://www.farrow-ball.com/media/catalog/product/m/a/marmelo_no._316_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/s/c/scallop_311_marmelo_316_douter_318.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Named after the portugese word for quince and inspiration for marmalade, this is a thoroughly comforting shade. Available in-store and online."
Matchstick,2013,https://www.farrow-ball.com/paint/matchstick,https://www.farrow-ball.com/media/catalog/product/m/a/matchstick_no._2013_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_matchstick2013_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Matchstick has a tiny addition of black, but is a versatile tone named after the unbleached wood used in the stalk of a match. Available in-store & online."
Menagerie,63,https://www.farrow-ball.com/paint/menagerie,https://www.farrow-ball.com/media/catalog/product/m/e/menagerie_no._63_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/l/a/laurastephensid_menagerie.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",This mid-tone terracotta takes it name from the unique home of architectural historian Gervase Jackson-Stops. Available in-store and online.
Mere Green,219,https://www.farrow-ball.com/paint/mere-green,https://www.farrow-ball.com/media/catalog/product/m/e/mere_green_no._219_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_meregreen219_hover_1.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Mere Green is a luxurious teal paint colour, that bursts with energy, making it ideal for the contemporary home. Available in-store and online."
Middle Ground,209,https://www.farrow-ball.com/paint/middle-ground,https://www.farrow-ball.com/media/catalog/product/m/i/middle_ground_no._209_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/a/l/alicegraceinteriors_middle_ground.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Middle Ground is on the blue side of aqua and was originally made as a background colour for Farrow & Ball wallpapers. Available in-store and online.
Middleton Pink,245,https://www.farrow-ball.com/paint/middleton-pink,https://www.farrow-ball.com/media/catalog/product/m/i/middleton_pink_no._245_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_middletonpink245_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Middleton Pink is our prettiest and most delicate pink and was named after the discerning colourist, Catherine Middleton. Available in-store and online."
Minster Green,224,https://www.farrow-ball.com/paint/minster-green,https://www.farrow-ball.com/media/catalog/product/m/i/minster_green_no._224_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_ministergreen224_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Minster Green is an inviting deep green inspired by our home in Dorset, just outside the market town of Wimborne Minster. Available in-store and online."
Mizzle,266,https://www.farrow-ball.com/paint/mizzle,https://www.farrow-ball.com/media/catalog/product/m/i/mizzle_no._266_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_mizzle266_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Mizzle is a soft grey green that is named after West Country evening skies when there is a mix of both mist and drizzle. Available in-store and online.
Mole's Breath,276,https://www.farrow-ball.com/paint/moles-breath,https://www.farrow-ball.com/media/catalog/product/m/o/moles-breath-276.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_molesbreath276_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Mole's Breath is effective on kitchen islands and feels daring yet comforting when used on the walls of smaller spaces. Available in-store and online.
Monkey Puzzle,238,https://www.farrow-ball.com/paint/monkey-puzzle,https://www.farrow-ball.com/media/catalog/product/m/o/monkey_puzzle_no._238_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/b/r/brookegomezdesign_monkey_puzzle.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Monkey Puzzle is a typical 'estate green colour' that remains irresistible for the walls of contemporary homes. Available in-store and online.
Mortar Pink,,https://www.farrow-ball.com/paint/mortar-pink,https://www.farrow-ball.com/media/catalog/product/m/o/mortar_pink_no._g13_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/m/o/mortar_pink_no._g13_-_swirl.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Mortar Pink would have been seen as pink in the 18th centuary, while to the modern eye it appears more yellow. Available in-store and online."
Mouse's Back,40,https://www.farrow-ball.com/paint/mouses-back,https://www.farrow-ball.com/media/catalog/product/m/o/mouse_s_back_no._40_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_mousesback40_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Mouse's Back is a grey brown classic takes its characterful name from the fawny colour of the British field mouse. Available in-store and online.
Nancy's Blushes,278,https://www.farrow-ball.com/paint/nancys-blushes,https://www.farrow-ball.com/media/catalog/product/n/a/nancys-blushes-278.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/p/a/paint_nancysblushes278_hover.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop",Nancy's Blushes is our truest pink named after the scrumptious rosy cheeks of a much loved girl called Nancy. Available in-store and online.
Naperon,315,https://www.farrow-ball.com/paint/naperon,https://www.farrow-ball.com/media/catalog/product/n/a/naperon_no._315_-_swirl.jpg?optimize=low&fit=bounds&height=370&width=370&canvas=370:370,"https://www.farrow-ball.com/media/catalog/product/n/a/naperon_no._315.jpg?width=350&height=350&canvas=350,350&optimize=low&fit=bounds?h=350&w=350&mode=crop","Inspired by the origins of the word apron, this is a familiar clay colour with a well-loved feel. Available in-store and online."
