decor_id,decor_name,decor,texture,product_page_url,image_url
H3408 ST38,Thermo Brown Mountain Larch,H3408,ST38,https://www.egger.com/en/furniture-interior-design/decors/H3408_38,https://cdn.egger.com/img/pim/8854416588830/8854543335454/original.png
H3408 ST38,Thermo Brown Mountain Larch,H3408,ST38,https://www.egger.com/en/furniture-interior-design/decors/H3408_38,https://cdn.egger.com/img/pim/8854416719902/8854543368222/original.png
H3409 ST38,Natural Mountain Larch ,H3409,ST38,https://www.egger.com/en/furniture-interior-design/decors/H3409_38,https://cdn.egger.com/img/pim/8854543532062/8854543564830/original.png
H3409 ST38,Natural Mountain Larch ,H3409,ST38,https://www.egger.com/en/furniture-interior-design/decors/H3409_38,https://cdn.egger.com/img/pim/8854543663134/8854543695902/original.png
H3430 ST22,White Aland Pine ,H3430,ST22,https://www.egger.com/en/furniture-interior-design/decors/H3430_22,https://cdn.egger.com/img/pim/8854416982046/8854543826974/original.png
H3430 ST22,White Aland Pine ,H3430,ST22,https://www.egger.com/en/furniture-interior-design/decors/H3430_22,https://cdn.egger.com/img/pim/8854417113118/8854543859742/original.png
H3433 ST22,Polar Aland Pine ,H3433,ST22,https://www.egger.com/en/furniture-interior-design/decors/H3433_22,https://cdn.egger.com/img/pim/8854417375262/8854543925278/original.png
H3433 ST22,Polar Aland Pine ,H3433,ST22,https://www.egger.com/en/furniture-interior-design/decors/H3433_22,https://cdn.egger.com/img/pim/8854417506334/8854543958046/original.png
H3450 ST22,White Fleetwood  ,H3450,ST22,https://www.egger.com/en/furniture-interior-design/decors/H3450_22,https://cdn.egger.com/img/pim/8854417768478/8854544023582/original.png
H3450 ST22,White Fleetwood  ,H3450,ST22,https://www.egger.com/en/furniture-interior-design/decors/H3450_22,https://cdn.egger.com/img/pim/8854417899550/8854544056350/original.png
H357 G4,Vicenza Oak Horizontal ,H357,G4,https://www.egger.com/en/furniture-interior-design/decors/H357_G4,https://cdn.egger.com/img/pim/8854544220190/8854544252958/original.png
H357 G4,Vicenza Oak Horizontal ,H357,G4,https://www.egger.com/en/furniture-interior-design/decors/H357_G4,https://cdn.egger.com/img/pim/8854544351262/8854544384030/original.png
H358 G4,Grey Vicenza Oak Horizontal,H358,G4,https://www.egger.com/en/furniture-interior-design/decors/H358_G4,https://cdn.egger.com/img/pim/8854544613406/8854544646174/original.png
H358 G4,Grey Vicenza Oak Horizontal,H358,G4,https://www.egger.com/en/furniture-interior-design/decors/H358_G4,https://cdn.egger.com/img/pim/8854544744478/8854544777246/original.png
H3700 ST10,Natural Pacific Walnut ,H3700,ST10,https://www.egger.com/en/furniture-interior-design/decors/H3700_10,https://cdn.egger.com/img/pim/8854419341342/8854544908318/original.png
H3700 ST10,Natural Pacific Walnut ,H3700,ST10,https://www.egger.com/en/furniture-interior-design/decors/H3700_10,https://cdn.egger.com/img/pim/8854419472414/8854544941086/original.png
H3702 ST10,Tobacco Pacific Walnut ,H3702,ST10,https://www.egger.com/en/furniture-interior-design/decors/H3702_10,https://cdn.egger.com/img/pim/8854419734558/8854545006622/original.png
H3702 ST10,Tobacco Pacific Walnut ,H3702,ST10,https://www.egger.com/en/furniture-interior-design/decors/H3702_10,https://cdn.egger.com/img/pim/8854419865630/8854545039390/original.png
H3710 ST12,Natural Carini Walnut ,H3710,ST12,https://www.egger.com/en/furniture-interior-design/decors/H3710_12,https://cdn.egger.com/img/pim/8854420127774/8854545104926/original.png
H3710 ST12,Natural Carini Walnut ,H3710,ST12,https://www.egger.com/en/furniture-interior-design/decors/H3710_12,https://cdn.egger.com/img/pim/8854420258846/8854545137694/original.png
H3710 ST9,Natural Carini Walnut ,H3710,ST9,https://www.egger.com/en/furniture-interior-design/decors/H3710_9,https://cdn.egger.com/img/pim/8854420520990/8854545203230/original.png
H3710 ST9,Natural Carini Walnut ,H3710,ST9,https://www.egger.com/en/furniture-interior-design/decors/H3710_9,https://cdn.egger.com/img/pim/8854420652062/8854545235998/original.png
